Wavelenght		Intensity
336.5182189941		12.82051282051282
336.97517592310		13.953488372093023
337.4321654718		10.126582278481013
337.8891876465		10.344827586206897
338.3462424533		8.98876404494382
338.8033298985		9.67741935483871
339.2604499882		3.296703296703297
339.71760272858		6.796116504854369
340.17478812580		7.142857142857142
340.63200618606		5.88235294117647
341.0892569155		6.730769230769231
341.54654032047		8.737864077669903
342.003856406		5.769230769230769
342.46120518124		8.333333333333332
342.9185866494		7.339449541284404
343.3760008178		4.716981132075472
343.83344769252		8.181818181818182
344.2909272797		9.523809523809524
344.74843958557		9.25925925925926
345.20598461630		10.909090909090908
345.66356237808		6.140350877192982
346.1211728770		7.6923076923076925
346.5788161194		10.743801652892563
347.03649211148		6.666666666666667
347.49420085		9.01639344262295
347.9519423689		8.333333333333332
348.4097166468		5.737704918032787
348.8675236989		7.5
349.32536353164		7.874015748031496
349.783236150		5.384615384615385
350.2411415631		6.7164179104477615
350.6990797744		8.391608391608392
351.15705079089		6.944444444444445
351.6150546187		7.586206896551724
352.07309126420		5.714285714285714
352.5311607334		5.555555555555555
352.98926303259		6.122448979591836
353.4473981678		4.487179487179487
353.90556614550		2.4691358024691357
354.3637669716		7.734806629834254
354.8220006523		5.056179775280898
355.2802671940		6.593406593406594
355.73856660267		6.666666666666667
356.1968988845		7.909604519774012
356.6552640458		4.878048780487805
357.11366209		5.660377358490567
357.5720930313		5.228758169934641
358.0305568679		2.857142857142857
358.4890536086		5.47945205479452
358.94758325964		5.769230769230769
359.4061458271		7.4074074074074066
359.8647413173		6.9364161849710975
360.3233697363		6.878306878306878
360.78203109039		4.838709677419355
361.2407253856		5.913978494623656
361.69945262833		6.878306878306878
362.1582128245		3.664921465968586
362.61700598059		4.368932038834951
363.075832102		5.164319248826291
363.5346911966		4.166666666666666
363.9935832689		4.405286343612335
364.4525083258		4.405286343612335
364.9114663733		5.194805194805195
365.37045741775		6.097560975609756
365.8294814651		4.724409448818897
366.28853852177		2.7777777777777777
366.74762859379		3.435114503816794
367.2067516873		3.007518796992481
367.66590780871		3.0534351145038165
368.1250969639		3.787878787878788
368.5843191593		5.555555555555555
369.04357440109		3.6764705882352944
369.50286269528		2.456140350877193
369.9621840481		3.642384105960265
370.42153846581		3.9215686274509802
370.880925954		4.62046204620462
371.3403465204		4.2622950819672125
371.79980016977		5.228758169934641
372.2592869086		4.3478260869565215
372.7188067433		3.436426116838488
373.17835967987		4.395604395604396
373.63794572456		4.924242424242424
374.09756488355		3.088803088803089
374.5572171630		5.019305019305019
375.0169025691		4.119850187265917
375.476621108		4.929577464788732
375.9363727860		3.9735099337748347
376.39615760928		5.015673981191222
376.85597558386		-5.592105263157895
377.31582671601		3.943661971830986
377.7757110119		3.9473684210526314
378.23562847		4.25
378.6955791196		3.7688442211055273
379.15556294391		4.1558441558441555
379.6155799566		2.857142857142857
380.07563016398		2.6470588235294117
380.53571357218		4.0
380.9958301874		1.6901408450704223
381.45598001583		3.133903133903134
381.9161630636		4.71976401179941
382.37637933700		3.9735099337748347
382.8366288421		2.181818181818182
383.2969115851		4.961832061068702
383.75722757231		4.961832061068702
384.2175768097		4.332129963898916
384.6779593036		2.6490066225165565
385.13837506022		3.8011695906432745
385.59882408562		3.6931818181818183
386.0593063860		4.189944134078212
386.51982196765		3.4383954154727796
386.9803708366		3.125
387.440952999		3.9886039886039883
387.9015684614		3.7142857142857144
388.3622172297		1.1940298507462688
388.82289931003		4.747774480712167
389.2836147086		4.41988950276243
389.74436343172		3.6553524804177546
390.2051454854		3.75
390.6659608760		4.0669856459330145
391.1268096095		4.337899543378995
391.58769169233		3.160270880361174
392.0486071304		4.719101123595506
392.50955593017		3.357314148681055
392.97053809760		5.376344086021505
393.4315536389		4.777070063694268
393.8926025604		4.166666666666666
394.3536848681		3.1545741324921135
394.8148005683		4.0201005025125625
395.2759496672		4.051172707889126
395.7371321708		3.1620553359683794
396.1983480855		4.651162790697675
396.6595974174		3.131991051454139
397.12088017269		3.580562659846547
397.5821963574		3.7037037037037033
398.04354597802		4.6255506607929515
398.50492904047		3.7383177570093453
398.9663455510		3.7216828478964405
399.42779551585		3.522205206738132
399.88927894114		3.806734992679356
400.35079583308		3.314121037463977
400.81234619783		3.943661971830986
401.27393004159		3.375527426160337
401.73554737054		3.9946737683089215
402.19719819086		3.1454783748361725
402.6588825087		4.265997490589712
403.1206003303		4.03530895334174
403.5823516618		3.5220125786163523
404.0441365094		3.45679012345679
404.5059548793		3.8083538083538087
404.96780677766		3.7575757575757573
405.4296922106		4.101326899879373
405.8916111844		4.1469194312796205
406.3535637052		4.116222760290557
406.81554977921		4.141291108404385
407.2775694125		4.545454545454546
407.7396226114		4.927884615384615
408.201709382		4.141291108404385
408.6638297306		3.850782190132371
409.1259836632		3.9719626168224296
409.58817118611		4.287369640787949
410.0503923054		4.186602870813397
410.5126470274		3.465982028241335
410.97493535824		3.3678756476683938
411.43725730404		4.054054054054054
411.89961287101		4.62962962962963
412.36200206535		4.540295119182747
412.82442489323		4.484304932735426
413.28688136083		4.031354983202688
413.74937147435		4.459308807134894
414.2118952399		4.480874316939891
414.67445266381		3.6519871106337276
