Wavelenght		Intensity
336.5182189941		5.128205128205128
336.97517592310		10.465116279069768
337.4321654718		7.59493670886076
337.8891876465		6.896551724137931
338.3462424533		3.3707865168539324
338.8033298985		1.0752688172043012
339.2604499882		-1.098901098901099
339.71760272858		7.766990291262135
340.17478812580		3.061224489795918
340.63200618606		2.941176470588235
341.0892569155		5.769230769230769
341.54654032047		4.854368932038835
342.003856406		4.807692307692308
342.46120518124		3.7037037037037033
342.9185866494		4.587155963302752
343.3760008178		0.0
343.83344769252		6.363636363636363
344.2909272797		7.6190476190476195
344.74843958557		11.11111111111111
345.20598461630		11.818181818181818
345.66356237808		9.649122807017543
346.1211728770		7.6923076923076925
346.5788161194		10.743801652892563
347.03649211148		9.166666666666666
347.49420085		11.475409836065573
347.9519423689		9.166666666666666
348.4097166468		7.377049180327869
348.8675236989		7.5
349.32536353164		9.448818897637794
349.783236150		10.0
350.2411415631		8.208955223880597
350.6990797744		10.48951048951049
351.15705079089		7.638888888888889
351.6150546187		7.586206896551724
352.07309126420		6.428571428571428
352.5311607334		6.25
352.98926303259		8.843537414965986
353.4473981678		7.051282051282051
353.90556614550		4.938271604938271
354.3637669716		8.83977900552486
354.8220006523		6.741573033707865
355.2802671940		7.6923076923076925
355.73856660267		7.777777777777778
356.1968988845		8.47457627118644
356.6552640458		5.487804878048781
357.11366209		6.918238993710692
357.5720930313		7.18954248366013
358.0305568679		5.0
358.4890536086		6.8493150684931505
358.94758325964		8.333333333333332
359.4061458271		8.641975308641975
359.8647413173		6.9364161849710975
360.3233697363		6.878306878306878
360.78203109039		7.526881720430108
361.2407253856		5.913978494623656
361.69945262833		8.465608465608465
362.1582128245		5.2356020942408374
362.61700598059		6.310679611650485
363.075832102		5.633802816901409
363.5346911966		5.092592592592593
363.9935832689		6.167400881057269
364.4525083258		4.405286343612335
364.9114663733		6.0606060606060606
365.37045741775		6.910569105691057
365.8294814651		6.692913385826772
366.28853852177		3.571428571428571
366.74762859379		4.580152671755725
367.2067516873		3.3834586466165413
367.66590780871		4.198473282442748
368.1250969639		4.545454545454546
368.5843191593		6.666666666666667
369.04357440109		4.779411764705882
369.50286269528		3.8596491228070176
369.9621840481		5.298013245033113
370.42153846581		4.57516339869281
370.880925954		5.2805280528052805
371.3403465204		5.245901639344262
371.79980016977		5.555555555555555
372.2592869086		6.0200668896321075
372.7188067433		4.810996563573884
373.17835967987		5.128205128205128
373.63794572456		5.303030303030303
374.09756488355		5.405405405405405
374.5572171630		5.7915057915057915
375.0169025691		5.2434456928838955
375.476621108		6.338028169014084
375.9363727860		5.298013245033113
376.39615760928		5.6426332288401255
376.85597558386		-3.289473684210526
377.31582671601		5.070422535211268
377.7757110119		4.736842105263158
378.23562847		5.0
378.6955791196		4.773869346733668
379.15556294391		4.675324675324675
379.6155799566		4.285714285714286
380.07563016398		3.2352941176470593
380.53571357218		4.0
380.9958301874		2.2535211267605635
381.45598001583		3.9886039886039883
381.9161630636		4.424778761061947
382.37637933700		5.298013245033113
382.8366288421		3.272727272727273
383.2969115851		6.106870229007633
383.75722757231		6.106870229007633
384.2175768097		5.776173285198556
384.6779593036		4.304635761589404
385.13837506022		4.970760233918129
385.59882408562		5.113636363636364
386.0593063860		5.027932960893855
386.51982196765		5.157593123209169
386.9803708366		3.6931818181818183
387.440952999		4.843304843304843
387.9015684614		4.285714285714286
388.3622172297		1.791044776119403
388.82289931003		5.637982195845697
389.2836147086		5.524861878453039
389.74436343172		5.483028720626632
390.2051454854		5.25
390.6659608760		5.263157894736842
391.1268096095		4.794520547945205
391.58769169233		3.837471783295711
392.0486071304		5.393258426966292
392.50955593017		4.556354916067146
392.97053809760		5.913978494623656
393.4315536389		6.369426751592357
393.8926025604		4.861111111111112
394.3536848681		4.100946372239748
394.8148005683		5.025125628140704
395.2759496672		4.477611940298507
395.7371321708		4.3478260869565215
396.1983480855		5.62015503875969
396.6595974174		4.026845637583892
397.12088017269		4.859335038363171
397.5821963574		5.026455026455026
398.04354597802		5.286343612334802
398.50492904047		4.485981308411215
398.9663455510		4.692556634304207
399.42779551585		4.747320061255743
399.88927894114		4.392386530014641
400.35079583308		4.034582132564841
400.81234619783		4.507042253521127
401.27393004159		4.50070323488045
401.73554737054		5.0599201065246335
402.19719819086		3.800786369593709
402.6588825087		4.893350062735257
403.1206003303		4.791929382093317
403.5823516618		4.528301886792453
404.0441365094		4.444444444444445
404.5059548793		4.545454545454546
404.96780677766		4.484848484848484
405.4296922106		5.066344993968637
405.8916111844		5.213270142180095
406.3535637052		5.084745762711865
406.81554977921		4.993909866017052
407.2775694125		5.282555282555283
407.7396226114		5.288461538461538
408.201709382		4.506699147381242
408.6638297306		4.57280385078219
409.1259836632		4.906542056074766
409.58817118611		5.330243337195829
410.0503923054		4.545454545454546
410.5126470274		4.2362002567394095
410.97493535824		4.274611398963731
411.43725730404		5.159705159705159
411.89961287101		5.439814814814815
412.36200206535		5.10783200908059
412.82442489323		5.044843049327354
413.28688136083		4.591265397536394
413.74937147435		5.2396878483835
414.2118952399		5.46448087431694
414.67445266381		4.296455424274973
415.1370437521		5.36842105263158
415.5996685110		4.702194357366771
416.0623269468		5.4989816700611
416.52501906559		5.472636815920398
416.9877448735		4.780487804878049
417.45050437681		5.33596837944664
417.91329758164		5.210420841683367
418.376124494		5.8884297520661155
418.83898512064		5.213764337851929
419.30187946718		5.520169851380043
419.76480753998		5.037513397642015
420.22776934522		5.343511450381679
420.6907648891		5.251396648044693
421.153794177		5.18018018018018
